,user,text,favorite_count,retweet_count,created_at
99,narendramodi,"On her birth anniversary, tributes to Rajmata Vijaya Raje Scindia Ji. She was synonymous with courage and foresight. She devoted her life to serving others. Sharing what I had said during one of the previous #MannKiBaat programmes about her outstanding personality. https://t.co/HTDBGxkSuw",20864,5133,2022-10-12 03:17:04+00:00
100,narendramodi,"In addition to the Shree Mahakaleshwar Temple, the #ShriMahakalLok is yet another reason why you all must visit Ujjain! https://t.co/rCPupmwl1o",54805,10712,2022-10-11 15:52:22+00:00
101,narendramodi,Blessed to have got the opportunity to dedicate #ShriMahakalLok to the nation. This is an important endeavour which will deepen the connect of our citizens with our rich history and glorious culture. https://t.co/zO99Uebn9U,30758,7419,2022-10-11 15:50:44+00:00
102,narendramodi,"अवन्तिकायां विहितावतारं, मुक्ति प्रदानाय च सज्जनानाम्।

अकालमृत्योः परिरक्षणार्थं, वन्दे महाकाल महासुरेशम्।।

जय महाकाल।। https://t.co/LUoLKfYe1p",82969,16039,2022-10-11 15:09:48+00:00
103,narendramodi,A memorable day as Shri Mahakal Lok is being inaugurated. This will add to Ujjain's vibrancy. https://t.co/KpHLKAILeP,20439,6636,2022-10-11 14:28:28+00:00
104,narendramodi,Reached Ujjain for the memorable #ShriMahakalLok programme. Here are the highlights from an extensive Gujarat visit covering various programmes. https://t.co/8Gbql6dTHY,34654,8463,2022-10-11 12:17:47+00:00
105,narendramodi,Here is how Gujarat’s healthcare sector changed in the last 20 years. https://t.co/EFzRGpBlcm,10346,3347,2022-10-11 11:51:22+00:00
106,narendramodi,"My doctor friends tell me that in order to cure a patient they need to focus on surgery, medicines and care. We adopted the same methods for Gujarat’s healthcare system. https://t.co/CiJsnld1Bx",8946,3058,2022-10-11 11:51:02+00:00
107,narendramodi,I’m not a medical doctor but I have had to focus on eliminating many diseases in administration which slowed the pace of development. https://t.co/igECbYqQKv,17356,4293,2022-10-11 11:50:20+00:00
108,narendramodi,Best wishes to all teams taking part in the #U17WWC starting today. India is proud to be hosting this tournament. I am confident the tournament will witness a celebration of football and the teams will also get a glimpse of India’s hospitality. ⚽️ https://t.co/EVQkvLyNZm,11173,3049,2022-10-11 10:32:07+00:00
109,narendramodi,Healthcare initiatives being launched in Ahmedabad will significantly benefit the citizens. https://t.co/J9a3vOaL4j,10692,3580,2022-10-11 09:44:44+00:00
110,narendramodi,ગુજરાત શિક્ષણનું કેન્દ્ર બન્યું છે. રાજ્યભરમાં ઘણી યુનિવર્સિટીઓની સ્થાપના થઈ છે. મેડિકલ અને કોમ્પ્યુટર સહિત ઈજનેરી વિધાશાખામાં બેઠકો વધી છે. આનાથી રાજ્યના યુવાનોને ફાયદો થઈ રહ્યો છે. https://t.co/1iClm4PrKr,7799,2722,2022-10-11 09:01:12+00:00
111,narendramodi,આધુનિક મલ્ટી મોડલ ઇન્ફ્રાસ્ટ્રકચર ગુજરાતને ખૂબ મદદ કરી રહ્યું છે... https://t.co/QceOVOkRdX,9643,2902,2022-10-11 09:00:28+00:00
112,narendramodi,"In line with the ideals of Loknayak JP and Nanaji Deshmukh, we are focusing on a corruption free society but naturally, some vested interest groups are rattled by this… https://t.co/961o9dSgu3",9461,2843,2022-10-11 09:00:05+00:00
113,narendramodi,જામકંડોરણામાં જન સેલાબ. આજની @BJP4Gujaratની રેલીમાં જોડાનારા તમામ લોકો પ્રત્યે આભારની લાગણી વ્યક્ત કરું છું. https://t.co/LrA8CLc1hK,15992,3629,2022-10-11 08:59:18+00:00
114,narendramodi,Being in Jamkandorana is always special. Addressing a massive public meeting. https://t.co/BodBxNK7HC,9961,3530,2022-10-11 06:25:46+00:00
115,narendramodi,My remarks at the UN World Geospatial International Congress. https://t.co/d0WyJWlJBP,5772,3713,2022-10-11 04:59:29+00:00
116,narendramodi,"Great sign. Our focus is to further improve connectivity across India, which is important for ‘Ease of Living’ and economic progress. https://t.co/HiNEn0ozXq",7528,2608,2022-10-11 02:54:17+00:00
117,narendramodi,आस्था-अध्यात्म की पावन नगरी उज्जैन एक ऐतिहासिक क्षण का साक्षी बनने जा रही है। आज शाम यहां भव्य और दिव्य #ShriMahakalLok को राष्ट्र को समर्पित करने का सौभाग्य प्राप्त होगा। हर-हर महादेव! https://t.co/gqCfzuxEM5,23838,6959,2022-10-11 02:53:02+00:00
118,narendramodi,A very happy 80th birthday to Amitabh Bachchan Ji. He is one of India’s most remarkable film personalities who has enthralled and entertained audiences across generations. May he lead a long and healthy life. @SrBachchan,66182,6479,2022-10-11 02:52:18+00:00
119,narendramodi,I bow to Sri Guru Ram Das Ji on the auspicious occasion of his Parkash Purab. He has made an indelible contribution to Sikh history and culture with an emphasis on service and compassion. He was also an outstanding poet and his works reflected a pure spirit of devotion.,9842,2708,2022-10-11 02:50:27+00:00
120,narendramodi,ਸਿੱਖ ਇਤਿਹਾਸ ਦੇ ਉੱਤਮ ਕਵੀ ਚੌਥੇ ਸਤਿਗੁਰੂ ਜੀ ਦੀਆਂ ਰਚਨਾਵਾਂ ਵਿੱਚ ਸ਼ਰਧਾ ਦੀ ਸ਼ੁੱਧ ਤੇ ਪਵਿੱਤਰ ਭਾਵਨਾ ਝਲਕਦੀ ਹੈ।,3271,865,2022-10-11 02:48:57+00:00
121,narendramodi,"ਸੋਢੀ ਪਾਤਸ਼ਾਹ, ਧੰਨ ਧੰਨ ਸ੍ਰੀ ਗੁਰੂ ਰਾਮਦਾਸ ਜੀ ਦੇ ਪ੍ਰਕਾਸ਼ ਪੁਰਬ ਮੌਕੇ ਮੈਂ ਉਨ੍ਹਾਂ ਦੇ ਚਰਨਾਂ 'ਚ ਸੀਸ ਝੁਕਾ ਕੇ ਸਿਜਦਾ ਕਰਦਾ ਹਾਂ।  ਗੁਰੂ ਸਾਹਿਬ ਜੀ ਨੇ ਸੇਵਾ, ਨਿਮਰਤਾ ਤੇ ਦਇਆ 'ਤੇ ਜ਼ੋਰ ਦਿੱਤਾ ਅਤੇ ਸਿੱਖ ਇਤਿਹਾਸ ਤੇ ਸੱਭਿਆਚਾਰ ਨੂੰ ਪ੍ਰਫੁੱਲਿਤ ਕਰਨ ਲਈ ਅਮਿੱਟ ਯੋਗਦਾਨ ਪਾਇਆ।",6367,1521,2022-10-11 02:48:56+00:00
122,narendramodi,Tributes to Loknayak JP on his birth anniversary. His contribution to India is unparalleled. He inspired lakhs of people to devote themselves to nation building. He will always be remembered as a torchbearer of democratic ideals. https://t.co/0XMLCv7Ceo,6623,2690,2022-10-11 02:46:32+00:00
123,narendramodi,Remembering Bharat Ratna Nanaji Deshmukh on his birth anniversary. His rich understanding of rural India and agriculture is reflected in his works. He was also an outstanding thinker. https://t.co/b7z4mhfXOH,7213,2829,2022-10-11 02:45:56+00:00
124,narendramodi,"Earlier today in Ahmedabad, inaugurated the first phase of the Modi Shaikshanik Sankul. https://t.co/K2bUy2ywcP",13395,3104,2022-10-10 17:10:12+00:00
125,narendramodi,તમારા જેવા સવા સો કરોડ દેશવાસીઓના અસીમ પ્રેમથી જ દેશસેવામાં કાર્યરત છું… આભાર! https://t.co/ADVX6rNShr,8473,2352,2022-10-10 16:46:11+00:00
126,narendramodi,"Bharuch, Anand, Ahmedabad and Jamnagar…been an eventful day with multiple programmes aimed at furthering Gujarat’s development trajectory. Thankful for the immense affection. Here are the highlights… https://t.co/54JJcLRDm5",14344,4186,2022-10-10 16:33:35+00:00
127,narendramodi,Overwhelming affection on the streets of Jamnagar! Happy to see our Nari Shakti and Yuva Shakti join in large numbers. https://t.co/QBm4TY5Elj,10164,3001,2022-10-10 16:25:28+00:00
128,narendramodi,"આજના 20 થી 25 વર્ષની વયજુથ વચ્ચેના યુવાનોએ એવા કપરા દિવસો જોયા નથી જ્યારે વિકાસના અનેક પડકારો હતા અને કોઈ ઉકેલની સંભાવના દેખાતી નહોતી.

આજે ગુજરાત પ્રગતિના પંથે આગળ વધી રહ્યું છે. https://t.co/0PDfSjBwau",4516,1668,2022-10-10 16:18:39+00:00
129,narendramodi,ડબલ એન્જિન સરકાર હંમેશાં આર્થિક વિકાસને વેગ આપશે અને સમૃદ્ધિમાં વધારો કરશે. https://t.co/VuCMyboI0Z,4689,1684,2022-10-10 16:18:05+00:00
130,narendramodi,અમારી સરકાર હંમેશાં ગરીબોની સાથે  રહે છે. https://t.co/DLpw5jlup4,8902,2340,2022-10-10 16:05:43+00:00
131,narendramodi,જામનગરની જનતાને મારી ખાસ વિનંતી…… https://t.co/ZtoVUSmsz9,5987,1938,2022-10-10 16:05:02+00:00
132,narendramodi,Development works being launched in Jamnagar will significantly improve 'Ease of Living' for the people. https://t.co/3GrNAbDMIe,11347,3578,2022-10-10 13:18:42+00:00
133,narendramodi,મને પરિશ્રમી @BJP4Gujarat ના  કાર્યકર્તાઓમાં સંપૂર્ણ વિશ્વાસ છે. https://t.co/aCHuyap4sL,9072,3007,2022-10-10 11:01:02+00:00
134,narendramodi,21મી સદીમાં ગુજરાતની ઓળખ….. https://t.co/EqIOqWYs0H,7742,2542,2022-10-10 11:00:27+00:00
135,narendramodi,ગુજરાતમાં ભાજપ એટલે….. https://t.co/l23I6YczzI,17360,3945,2022-10-10 11:00:05+00:00
136,narendramodi,"Addressed a massive @BJP4Gujarat rally in Anand, a land closely associated with Sardar Patel. The bond between Gujarat and BJP is everlasting. The people of Gujarat have seen our work for many years and have seen how the state has been transformed in every sector. https://t.co/WUTN7k2wKx",12606,3471,2022-10-10 10:57:18+00:00
137,narendramodi,"When I was CM, the threat of Maoism was looming large over Gujarat. But, the people of Gujarat did not get swayed and they preferred the path of development. The results are for everyone to see. https://t.co/xDMDEPhHFX",11338,3419,2022-10-10 10:47:27+00:00
138,narendramodi,અંબાજી થી ઉમરગામ સુધીના પટ્ટાનો છેલ્લા બે વર્ષમાં અભૂતપૂર્વ વિકાસ થયો છે. https://t.co/2YirqWUQqv,7329,2384,2022-10-10 10:47:01+00:00
139,narendramodi,भरूच की सभा में आदरणीय मुलायम सिंह यादव जी को मेरी भावभीनी श्रद्धांजलि… https://t.co/jRo1VTYQJd,29012,5146,2022-10-10 10:46:28+00:00
140,narendramodi,"Sharing glimpses from the public meeting in Bharuch. Over 2 decades ago, Bharuch faced monumental challenges including poor law and order, lack of adequate power and water supply, migration to other places. Things are different now and there is great prosperity in the district. https://t.co/xg7TlRO5j6",11401,3021,2022-10-10 10:45:52+00:00
141,narendramodi,Speaking at inauguration of Modi Shaikshanik Sankul. https://t.co/TpVk26y7pd,9573,3187,2022-10-10 10:19:09+00:00
142,narendramodi,Great energy in Anand. Addressing a huge rally. https://t.co/hD3aJHK6mY,14926,4215,2022-10-10 08:06:12+00:00
143,narendramodi,Gratitude to the people of Amod for their welcome. Speaking at launch of various development works. https://t.co/TiaNR1x2L7,11340,3790,2022-10-10 06:12:17+00:00
144,narendramodi,I had many interactions with Mulayam Singh Yadav Ji when we served as Chief Ministers of our respective states. The close association continued and I always looked forward to hearing his views. His demise pains me. Condolences to his family and lakhs of supporters. Om Shanti. https://t.co/eWbJYoNfzU,49034,7846,2022-10-10 04:34:17+00:00
145,narendramodi,"Mulayam Singh Yadav Ji distinguished himself in UP and national politics. He was a key soldier for democracy during the Emergency. As Defence Minister, he worked for a stronger India. His Parliamentary interventions were insightful and emphasised on furthering national interest. https://t.co/QKGfFfimr8",46100,6533,2022-10-10 04:32:20+00:00
146,narendramodi,Shri Mulayam Singh Yadav Ji was a remarkable personality. He was widely admired as a humble and grounded leader who was sensitive to people’s problems. He served people diligently and devoted his life towards popularising the ideals of Loknayak JP and Dr. Lohia. https://t.co/kFtDHP40q9,90154,10511,2022-10-10 04:31:17+00:00
147,narendramodi,I’m happy to see this. I also saw you’ve done a thread on your visit. Good way to popularise India’s historical and tourist places. https://t.co/bnkaeyRFKe,13134,2997,2022-10-10 03:17:39+00:00
148,narendramodi,I can imagine your happiness. Modhera has scripted history. https://t.co/EqB35txDbI,8539,2077,2022-10-10 03:14:38+00:00
149,narendramodi,"Saddened by the passing away of Dr. Temsüla Ao, who played a pivotal role in popularising the wonderful Naga culture through her literary works. Her efforts in the fields of education and culture were noteworthy. Condolences to her family and friends. May her soul rest in peace.",28102,4211,2022-10-10 03:14:00+00:00
150,narendramodi,"ॐ मित्राय नमः

ॐ रवये नमः

ॐ सूर्याय नमः

ॐ भानवे नमः https://t.co/nS71ym3WSf",35707,8352,2022-10-09 17:04:02+00:00
151,narendramodi,I’d urge you all to visit the Sun Temple at Modhera. It will leave a lasting impact on your mind. The beauty of this place has to be seen to be believed. Earlier this evening inaugurated facilities that will enhance the experience for tourists. https://t.co/QzWJxKA8NT,48795,8719,2022-10-09 16:49:07+00:00
152,narendramodi,આજે મોઢેશ્વરી માતાના મંદિરે પ્રાર્થના કરતી વેળાએ….. https://t.co/904v74O8sd,27634,4233,2022-10-09 16:43:59+00:00
153,narendramodi,ગુજરાતનું ધ્યાન વિકાસના પંચામૃત પર કેન્દ્રિત છે…. https://t.co/BaiAEhBTIs,11517,2755,2022-10-09 16:22:37+00:00
154,narendramodi,આજે શરૂ કરાયેલા વિકાસ કાર્યોથી આ વિસ્તારમાં પ્રવાસન પ્રવૃત્તિને વેગ મળશે જેનાથી સ્થાનિક અર્થતંત્રને ફાયદો થશે. https://t.co/PXHATb9fHo,6858,2054,2022-10-09 16:22:27+00:00
155,narendramodi,"દાયકાઓ પહેલા મહેસાણાની શું હાલત હતી તે આપણે સૌ જાણીએ છીએ. વીજળી અને પાણીની કટોકટી હતી. કાયદો અને વ્યવસ્થાની સ્થિતિ પણ ખરાબ હતી. સારી તકની શોધમાં લોકો આ વિસ્તાર છોડી સ્થળાંતર કરતા.

છેલ્લા બે દાયકામાં પરિસ્થિતિ  બદલાઈ ગઈ છે! https://t.co/yCXkJHFXUx",6030,1883,2022-10-09 16:21:55+00:00
156,narendramodi,આજે મહેસાણા જિલ્લામાં જાહેરસભાને સંબોધી. આજથી શરૂ કરવામાં આવેલ  વિકાસ કાર્યોથી અનેક નાગરિકોને ફાયદો થશે. મોટી સંખ્યામાં આશીર્વાદ આપવા પધારેલ જનતા જનાર્દનનો હું આભાર માનું છું. https://t.co/BANCTM7rNq,11342,2570,2022-10-09 16:14:36+00:00
157,narendramodi,Big day for Modhera as it takes a giant leap towards harnessing solar power. https://t.co/2GCyM5vAzd,15653,4488,2022-10-09 11:54:03+00:00
158,narendramodi,"Looking forward to being in Modhera today. Modhera, which is associated with the Sun Temple will also be known for its strides in solar energy. https://t.co/pyqdRb2ARO",14689,3833,2022-10-09 08:00:12+00:00
159,narendramodi,"ಅಪ್ಪು ಜಗತ್ತಿನಾದ್ಯಂತ ಲಕ್ಷಾಂತರ ಹೃದಯಗಳಲ್ಲಿ ನೆಲೆಸಿದ್ದಾರೆ. ಅವರು ತೇಜಸ್ಸಿನ ಪ್ರತೀಕ, ಚೈತನ್ಯದ ಚಿಲುಮೆ ಮತ್ತು ಸರಿಸಾಟಿಯಿಲ್ಲದ ಪ್ರತಿಭಾವಂತರಾಗಿದ್ದರು. #GandhadaGudi ಪ್ರಕೃತಿ ಮಾತೆಗೆ, ಕರ್ನಾಟಕದ ನೈಸರ್ಗಿಕ ಸೌಂದರ್ಯ ಹಾಗು ಪರಿಸರ ಸಂರಕ್ಷಣೆಗೆ ಸಲ್ಲಿಸಲಾದ ಗೌರವ. ಈ ಪ್ರಯತ್ನಕ್ಕೆ ನನ್ನ ಶುಭ ಹಾರೈಕೆಗಳು. https://t.co/VTimdGmDAM",29109,5848,2022-10-09 07:37:35+00:00
160,narendramodi,"Appu lives in the hearts of millions around the world. He was brilliance personified, full of energy and blessed with unparalleled talent. #GandhadaGudi is a tribute to Mother Nature, Karnataka's natural beauty and environmental conservation. My best wishes for this endeavour. https://t.co/VTimdGmDAM",59617,11425,2022-10-09 05:36:53+00:00
161,narendramodi,"Best wishes on Milad-un-Nabi. May this occasion further the spirit of peace, togetherness and compassion in our society. Eid Mubarak.",61435,6376,2022-10-09 04:27:43+00:00
162,narendramodi,देशवासियों को वाल्मीकि जयंती की शुभकामनाएं। https://t.co/2HAWjcia8B,43149,8559,2022-10-09 03:58:52+00:00
163,narendramodi,"ಏಕ ಭಾರತ್, ಶ್ರೇಷ್ಠ ಭಾರತ್.

ಇಂತಹ ಸಾಂಸ್ಕೃತಿಕ ವಿನಿಮಯಗಳು ಉತ್ತೇಜನಕಾರಿ. ಕರ್ನಾಟಕದ ಸಂಸ್ಕೃತಿ ಮತ್ತು ಕನ್ನಡ ಭಾಷೆಯನ್ನು ಭಾರತದಾದ್ಯಂತ ವ್ಯಾಪಕವಾಗಿ ಗೌರವಿಸಲಾಗುತ್ತಿದೆ! https://t.co/4rbVVzAnJl",10516,2042,2022-10-08 15:56:45+00:00
164,narendramodi,Excellent. I’m also tempted to share a picture from my visit to Srinagar in 2019. https://t.co/UYKde98S68 https://t.co/ZfDyghtEdj,17420,2866,2022-10-08 15:56:00+00:00
165,narendramodi,What a star Shauryajit is. https://t.co/8WoNldijfI,60271,7770,2022-10-08 15:52:54+00:00
166,narendramodi,"On Air Force Day, my greetings to the courageous air warriors and their families. In line with the motto of नभः स्पृशं दीप्तम्, the Indian Air Force has shown exceptional dexterity for decades. They have secured the nation and also shown remarkable human spirit during disasters. https://t.co/6g9twDJAGx",50396,10660,2022-10-08 03:20:02+00:00
167,narendramodi,Wonderful news! Compliments to the people of Jammu and Kashmir for their warmth and hospitality. https://t.co/HmVgZobj0A,14699,3645,2022-10-07 16:39:24+00:00
168,narendramodi,"This is among the many special gifts I have received over the years. Respecting people’s wishes, the auction of the mementoes has been extended till the 12th. Do take part. https://t.co/9MuJnWMvhr",8499,2645,2022-10-07 16:38:35+00:00
169,narendramodi,Yes that is true. The poor and middle class have greatly benefited. https://t.co/A2w90Uy6aU,19796,3558,2022-10-07 16:34:07+00:00
170,narendramodi,"We discussed India’s decision to mark 14th August as Partition Horrors Remembrance Day as a tribute to those who suffered due to Partition, built their lives from scratch and contributed to national progress. They epitomise human resilience and fortitude.",14257,3585,2022-10-07 09:29:51+00:00
171,narendramodi,Uma Ji gave me copies of 3 books penned by her late husband. Two of them are associated with the Gita and the third one titled 'Blood and Tears' is a moving account of Col (Retd) HK Suchdeva's experiences during the traumatic period of Partition and its impact on his life. https://t.co/W79BEXFLpi,15535,3597,2022-10-07 09:29:49+00:00
172,narendramodi,"Today I had a memorable interaction with Smt. Uma Suchdeva Ji. She is 90 years old and is blessed with great vigour and a spirit of optimism. Her husband, Colonel (Retd) HK Suchdeva was a widely respected veteran. Uma Ji is the aunt of General @Vedmalik1 Ji. https://t.co/DMM3dyfgZO",51106,7557,2022-10-07 09:29:46+00:00
173,narendramodi,"Mysuru Dasara is spectacular. I commend the people of Mysuru for preserving their culture and heritage so beautifully. I have fond memories of my Mysuru visits, the most recent one being during 2022 Yoga Day. https://t.co/2jynlJav6f",25161,5172,2022-10-06 08:59:27+00:00
174,narendramodi,"I’ve always believed - पहाड़ की जवानी और पहाड़ का पानी पहाड़ों के काम आना चाहिए।

Our hill states have the potential to become shining beacons of development. https://t.co/WP8HParjCS",10980,3272,2022-10-06 08:53:04+00:00
175,narendramodi,It absolutely is. Equally important is the fact that one can avail of the benefits of this scheme all over India. https://t.co/xeZYMcd0ju,10476,3106,2022-10-06 08:51:29+00:00
176,narendramodi,Creative…thank you Umang and Poonam. https://t.co/F41VrUusuV,30426,4617,2022-10-06 08:49:57+00:00
177,narendramodi,"Thank you Himachal Pradesh. From the AIIMS visit to a memorable Dussehra programme, here are highlights from yesterday. https://t.co/n3YqMFVmtC",39664,7443,2022-10-06 04:55:15+00:00
178,narendramodi,India’s Nari Shakti is a key beneficiary of the NDA Government’s development initiatives. https://t.co/s0Ltt0g9c6,15736,4430,2022-10-05 14:59:04+00:00
179,narendramodi,"Under the NDA Government at the Centre and BJP Government in the state, Himachal Pradesh has flourished in various sectors. https://t.co/gCmiNBxKpR",9325,3277,2022-10-05 14:58:44+00:00
180,narendramodi,"Went to AIIMS Bilaspur campus earlier today. The opening of AIIMS is a game changer for Himachal Pradesh. It is a campus which is sensitive to the environment. India's recent strides in the health sector have been exceptional, particularly benefiting the poor and middle class. https://t.co/dNgAwvybFE",19285,4620,2022-10-05 14:57:50+00:00
181,narendramodi,"हिमाचल की देवनीति में हमारी राजनीति के लिए भी बहुत बड़ी सीख है। देवनीति में कैसे सबके प्रयास से, सबको जोड़ते हुए, गांव-समाज की बेहतरी के लिए काम किया जाता है, वो विकसित भारत के निर्माण के लिए भी बड़ी प्रेरणा है।",13386,3575,2022-10-05 12:38:08+00:00
182,narendramodi,"बीते सालों में कुल्लू दशहरे का बहुत विस्तार हुआ है, लेकिन अभी भी इसमें बहुत संभावनाएं हैं। सुविधाओं का कैसे अधिक से अधिक विस्तार हो सके, इस पर निरंतर काम करते रहना है।",17672,4099,2022-10-05 12:36:18+00:00
183,narendramodi,"आज दुनिया में जिस प्रकार से भारत के समाज जीवन को जानने-समझने की ललक दिख रही है, उससे हमारे टूरिज्म को, हैरिटेज टूरिज्म के रूप में बहुत विस्तार मिल सकता है।",27765,4797,2022-10-05 12:35:03+00:00
184,narendramodi,"राष्ट्रीय एकता हो या फिर नागरिक कर्तव्य बोध, इसमें भी हमारी ये सांस्कृतिक विरासत कड़ी का काम करती है। यही वो मजबूत कड़ी है, जो देश को ही नहीं, बल्कि पूरी दुनिया को भी भारत से जोड़ती है।",14850,3545,2022-10-05 12:33:07+00:00
185,narendramodi,"हमारी असली विरासत हमारी संस्कृति और लोकजीवन है, जो हजारों वर्षों से हमें आगे बढ़ने के लिए प्रेरित और प्रोत्साहित करते आ रहे हैं। हम दुनिया में कहीं भी रहें, इसकी पहचान हमें हमारी ये विरासत ही कराती है।",33649,6236,2022-10-05 12:31:12+00:00
186,narendramodi,"समय के साथ कुल्लू सहित पूरा हिमाचल प्रदेश बदला है, लेकिन मुझे संतोष है कि यहां के लोगों ने अपनी संस्कृति को और अधिक सशक्त किया है। https://t.co/ZTENGDZGSX",30274,5661,2022-10-05 12:29:33+00:00
187,narendramodi,"हिमाचल, उत्सवों, पर्वों, त्योहारों का प्रदेश है। इन उत्सवों की एक और विशेषता है कि ये देव और लोक का अद्भुत संगम होते हैं। इनमें आस्था भी होती है और गीत-संगीत-नृत्य-व्यापार जैसे लोकजीवन के पहलू भी रहते हैं। https://t.co/OzHOhC2HKO",18654,3942,2022-10-05 12:27:33+00:00
188,narendramodi,ये मेरा सौभाग्य है कि मुझे ऐतिहासिक कुल्लू दशहरे का हिस्सा बनने का अवसर मिला। https://t.co/lXJTZDD9ub,24125,4637,2022-10-05 12:25:01+00:00
189,narendramodi,Elated to be in Devbhoomi Himachal Pradesh. Speaking at launch of development works in Bilaspur. https://t.co/RwjA4KcM0Y,17309,4545,2022-10-05 07:51:42+00:00
190,narendramodi,"This is a great sign, reflective of the collective commitment of 130 crore Indians to strengthen our Nari Shakti. https://t.co/OV3rLFR9Wp",15158,3468,2022-10-05 03:55:37+00:00
191,narendramodi,You are correct. Our efforts include more medical colleges and education in regional languages. Win win for budding doctors. https://t.co/uQmES1xOPM,9796,2070,2022-10-05 03:54:58+00:00
192,narendramodi,Rightly pointed. https://t.co/nTHSFJl1aU,16734,2866,2022-10-05 03:53:01+00:00
193,narendramodi,"This is the case all over India. Tier-2 and Tier-3 cities, towns, Aspirational Districts are getting attention so that they can shine. https://t.co/rDfcW44vox",8438,1947,2022-10-05 03:52:41+00:00
194,narendramodi,"सभी देशवासियों को विजय के प्रतीक-पर्व विजयादशमी की बहुत-बहुत बधाई। मेरी कामना है कि यह पावन अवसर हर किसी के जीवन में साहस, संयम और सकारात्मक ऊर्जा लेकर आए।",97575,14676,2022-10-05 03:02:22+00:00
195,narendramodi,"I am glad that the AIIMS Bilaspur will be dedicated to the nation. It will ensure better healthcare facilities for people in the region. 
Development works worth over Rs. 3650 crore spread across various sectors will either be inaugurated or their foundation stones would be laid. https://t.co/y6huiUBBte",23286,5389,2022-10-04 13:21:05+00:00
196,narendramodi,"It is always a delight to be in Himachal Pradesh, which is known for its warm-hearted people and great culture. I will be attending various programmes in the state tomorrow, 5th October. This includes the Kullu Dussehra celebrations in the evening. https://t.co/n6BT0DCEOr",21960,4589,2022-10-04 13:21:03+00:00
197,narendramodi,"This is heartening to see…Congrats to those undertaking this effort. 

During one of the #MannKiBaat programmes last year I had shared a similar effort in Kashi. Sharing that as well. https://t.co/bEmz0u4XvO https://t.co/A2ZdclTTR7",33455,6998,2022-10-04 09:42:01+00:00
198,narendramodi,"Bringing back the ashes of Shyamji Krishna Varma is one of the most special moments of my life. The fervour and pride it generated across the nation was unimaginable, particularly among the youth. https://t.co/n89lR4NJgI",16495,3885,2022-10-04 09:40:47+00:00
